date,comment,recommend_count,unrecommend_count,reply_count
2024.06.29. 12:22,예전에도 그랬지 나이키의 위기라고 하지만 마이클 조던 이라는 인물을 앞세우고 에어라는 상품을 개발해 더욱 더 우뚝서게 되었지 그런데 나이키가 젊은 층 공략을 잘 못하는 것은 사실인 것 같음 디자인을 젊은 사람들이 공감할 수 있게 만들어야 할 것 같음,0,0,0
2024.06.29. 12:21,마이클 조던일때까 최고 였지,0,0,0
2024.06.29. 12:20,에어조던이 잘 안팔리나???,0,0,0
2024.06.29. 12:12,그럼 요새 뭐 신나요?,0,0,0
2024.06.29. 12:12,나이키 운동화는 품질이 너무 약해 안 신은지 10년 됐다,0,0,0
2024.06.29. 12:03,난 그래도 나이키가 좋던데괜히 나이키가 어쩌니저쩌니 등장하는것도 우습네 갑자기? 어렸을적부터 지금까지 꾸준히 사랑받았다는거는 그만한 가치가 있는거지 사람에따라 스타일과 취향이다를뿐,0,0,0
2024.06.29. 11:57,데상트 운동화 나한텐 최고 편함나이키는 빠이빠이 한지가 오래요 발볼이 넓어서그런지 나이키 신으면 넘 불편해서 사놓고 별로 안신게됨,0,0,0
2024.06.29. 11:57,파주아울렛 가면 나이키 미어터짐.그래도 나이키가 젤 살게많던데?,0,0,0
2024.06.29. 11:50,기능성 별루긴하지,0,0,0
2024.06.29. 11:49,중국산 동남아산 풀리면서 너무 흔해빠지고 질도 별로임,0,0,0
2024.06.29. 11:48,조만간 대대적으로 세일들어가겠네,0,0,0
2024.06.29. 11:47,아울렛가야 사는거잖아? 나이키는,0,0,0
2024.06.29. 11:44,대한민국 애덜 으른들 나이키만 신던대?!,0,0,0
2024.06.29. 11:41,어렸을때 에어맥스 신고 빗길에 미끄러져 자빠진 이후 나이키신발 안삼. 신발 겁나 미끄덩거렸음...,0,0,0
2024.06.29. 11:38,나이키가 젤 좋더라 기능성도 디자인도 주시 사러갸자,0,0,0
2024.06.29. 11:32,알파플라이3 사고싶어도 못사는 사람들 천지다.,0,0,0
2024.06.29. 11:32,비싸기만 하고 기괴한 디자인에 보색 칼라 형광 칼라 좀 안했으면 좋겠다 결국 에어포스나 조던1 밖에 신을게 없는.,0,0,0
2024.06.29. 11:31,저는 잘신고 있는데요 ㅋㅋㅋㅋ,0,0,0
2024.06.29. 11:28,나이키 안신으면 뭐신어?,0,0,0
2024.06.29. 11:27,가격만 엄청올리구 디자인도 그렇고 편한것도 우리나라 중소기업 신발보다 못하드라..머리에 똥든 애덜이나 나이키 나이키 거리지..ㅋㅋ,0,0,0
2024.06.29. 11:26,나이키 너무 비싸,0,0,0
2024.06.29. 11:26,옛날 고급 우리 브랜드 프로스펙스가 짝퉁 만연한 나이키보다 훨씬낫다~,0,0,0
2024.06.29. 11:25,에어조던은 이제. 끝났구나..확실히 아디다스 삼바 라인이 이쁘긴 하지...,0,0,0
2024.06.29. 11:24,취향은 존중합니다만 개인적으로 나이키 제품은 단 한번도 양말조차도 안사봤습니다.저한테는 나이키 로고가 너무 촌스럽드라고여.그게 또 멋지다고 하시는분들이 많지만여.,0,0,0
2024.06.29. 11:23,한국인한테 맞는 신발은 아니지 외국칼발핏 이라서,0,0,0
2024.06.29. 11:23,영원한건절대없지,0,0,0
2024.06.29. 11:22,믾이 해묵었다아이가~~~,0,0,0
2024.06.29. 11:22,원가에 비해 브렌드가격이 대부분을 차지한 만큼 브렌드 기치가 떨어져 비싼 가격으로 보인다. 광고는 구시대적인 스포츠 선수들로 이뤄져 있고. 요즘 유튜브로 스포츠 영상보다 많이보는것들이 얼마나 많은데. 시대에 따르라.,0,0,0
2024.06.29. 11:22,나이키를 나에키 바꾸면 성공한다,0,0,0
2024.06.29. 11:21,근데 솔직히 캐주얼화 신을게 머가있음? 아디다스 촌스럽고 뉴발은 하나사면 오지게 신고 나이키가 무난한데?,0,0,0
2024.06.29. 11:21,HOKA,0,0,0
2024.06.29. 11:21,요즘 올라오는 글들 보면 나이키... 짝퉁들이 품질이 더 좋다고들 하는,0,0,0
2024.06.29. 11:20,나이키는 신발마다 사이즈가 다름 소비자 불편하게 만듬,0,0,0
2024.06.29. 11:14,나이키?? 고가물건만 조금 신을만하고 중저가는 거의 시장2만원짜리만도 못함. 물론 다른메이커도 마찬가지다. 그래서 짝퉁 사서 신고다닌다.,0,0,0
2024.06.29. 11:12,지갑 여는 패셔니스트들한테 한물 간 브랜드 취급이니 주가가 몇년 전으로 회귀하는 건 당연한 것,0,0,0
2024.06.29. 11:12,디자인 보면 나이키 빼고는 신을만한게 없음,0,0,0
2024.06.29. 11:10,나이키 공홈 세일땐 안다르 젝스믹스 이런거보다 싸던데ㅡㅡ;;,0,0,0
2024.06.29. 10:47,이제야 정신들차리는구만... 에어조던이 밥멕여주냐~,0,0,0
2024.06.29. 10:46,나어릴때는 나이스. 프로스포츠. 아디오스 등 대체품이 많았다.,0,0,0
2024.06.29. 10:36,양키 고 홈~ 외치던 인간들 나이키 잘 신고 다니더만,0,0,0
2024.06.29. 10:31,신발은 아식스 아님??,0,0,0
2024.06.29. 10:23,브랜드가 구린건맞지,0,0,0
2024.06.29. 10:15,나이키가 제일 좋다 ㄱㄱ,0,0,0
2024.06.29. 10:11,유로랑 코파 진행중인데 나이키 주가가 폭락이라니ㅜㅜ,0,0,0
2024.06.29. 10:09,혁신이없음..몇년째 가격만올리고,0,0,0
2024.06.29. 10:02,아디다스가 요즘 힙하지,0,0,0
2024.06.29. 09:54,나이키 신발 진짜 좋긴한데ᆢ 다른 신발 신다 나이키 신으면 내구성 부터 체감됨,0,0,0
2024.06.29. 09:50,당근덕에~~,0,0,0
2024.06.29. 09:47,사야겠당,0,0,0
2024.06.29. 09:46,추락하는 건 날개가 있다.,0,0,0
2024.06.29. 11:27,예전엔 아디다스가 편하고 나이키는 스타일로 신었는데 아디다스가 언젠가부터 발이 겁나 불편함. 나이키 에어 런닝화는 아직까지 따라올 브랜드가 없을정도로 진짜 편함.,8,9,0
2024.06.29. 10:15,비싸서 안신는거지 연예인들이나 인싸들 죄다 나이키 에어포스나 조던 신더만 중고가도 부르는게 값이고 ㅋㅋㅋ,4,5,3
2024.06.29. 10:25,제 주변에 나이키운동화 신은 사람 많던 데요무슨근거로 이런기사 썼는지 궁금해요,2,3,0
2024.06.29. 09:55,나이키가 안팔리는 이유는 비싸기 때문이다. 가격 내리면 문제 해결된다,2,3,0
2024.06.30. 11:59,난 뉴발이 발 편하고 디자인도 이쁘고 좋던데,1,2,0
2024.06.29. 23:05,한번도 신어본적 없는대..,1,2,0
2024.06.29. 17:15,"나이키 안신은지 오래됨ㅇㅇ 아식스, 스즈키, 살로몬, 호카, 킨, 에코 신지 그리고 구찌.발렌도 안신음",1,2,1
2024.06.29. 14:57,"그래도 결국 나이키는 갈 거다 애플, 코카콜라, 마이크로소프트, 스타벅스 그리고 나이키. 얘네는 하루아침에 몰락할 수가 없어.",1,2,0
2024.06.29. 14:56,스케쳐스 짱,1,2,0
2024.06.29. 14:46,유행은 돌고돈다 흐름일뿐.. 어차피 시간이 지나면 원위치로 돌아감. 그럼에도 불구하고 나이키 매출은 업계 2위랑 차이가 어마어마함.,1,2,0
2024.06.29. 14:11,국산품을 애용합시다!!! 프로스펙스로!!!발볼 편하고 가격 합리적이고 쿠션좋구요!!,1,2,0
2024.06.29. 11:46,레깅스 입고 자기 몸매 보라는 여자들이 나이키 양말 많이 신지요... 예전에는 양말 목을 바깥으로 내놓지 않았는데... 브랜드 자랑하려고 레깅스 밖으로 양말못 내놓잖아...나이키 양말이 뭐 자랑이라고...,1,2,0
2024.06.29. 10:48,나이키 신느니 옛날 고급 브랜드 프로스펙스 신겠다.,1,2,0
2024.06.30. 09:51,디자인은 타인 거 인정. 근데 편안함은? 뉴발이나 아디다가 편해.,0,1,0
2024.06.30. 09:32,르까프싢어라,0,1,0
2024.06.30. 09:30,프로스펙스지,0,1,0
2024.06.30. 09:23,나이키를 신고 입는 이유~ 싸다!. 즉 가성비가 좋다!,0,1,0
2024.06.30. 09:22,한정판..리셀러 못사는것들이 댓글다네ㅋ,0,1,0
2024.06.30. 09:13,🐕 🐖들 굥꼴통한데 속고 또 한뚜껑한데 속아넘어가는군.ㅍㅋㅋㅋ 저 응큼한 고양이같은넘이다.ㅋㅋ,0,1,0
2024.06.30. 08:49,크록스가 최고임,0,1,0
2024.06.30. 07:30,막상 미국사람들은 콜롬비아 진짜 많이들 입고 입는 건 진짜 편하게 입고 산다 집에 신경들 많이 쓰지 아파트에 사는 것과는 차원이 다르게 일이 많은 게 주택이라 무튼 한국사람들의 대부분 불행은 아파트 획일 문화 때문인 거 같음 우리나라는 북핵에 맞서기 위해서라도 차라리 미국과 합병하고 미 자치령으로사는 게 일반 국민들에겐 훨 이익이다,0,1,0
2024.06.30. 06:54,아직 나이키는 신고다니는 사람들은 시골 일수록 많다,0,1,0
2024.06.30. 06:17,망하는 것을 가만히 지켜보기보다는 이참에 전제품의 가격을 최소 50% 정도 낮추어 많은 사람들이 신도록 하는 방법밖에 없지 않을까?,0,1,0
2024.06.30. 06:07,나이와 키를 맞게 나이키 옷을 즐겨 입고 신발은 편한감을 안겨 좋아요,0,1,0
2024.06.30. 02:09,문재인때문에..ㅠㅠ,0,1,0
2024.06.30. 02:01,개나소나 아울렛 할인가에 신고 다니는거 쪽 팔린다. 여자들에겐 뉴 발란스가 대세던데,0,1,0
2024.06.29. 23:42,우리나라도 주식 장기투자 공제제도를 만들었으면 좋겠습니다. 10년이상 20년이상 30년이상 이런식으로 오래 장기투자한 사람들에게 양도소득세 자체를 완전히 면제해준다던지 하는 제도말이지요.,0,1,0
2024.06.29. 22:14,조선 나이키 프로스팩스 신자,0,1,0
2024.06.29. 22:14,난 아디다스 좋아합니다,0,1,0
2024.06.29. 21:40,사이즈가 너무 제멋대로임. 내가 다른 메이커들은 270~75 신는데 왜 나이키에선 285를 사야 하는가. 그리고 가격대에 비해 내구성도 뭔가 떨어짐. 나이키 한켤레 사서 신을 바에는 프로스펙스 두켤레 산다.,0,1,0
2024.06.29. 20:59,요즘 나이키만 신는 건 아니지만 신발은 나이키지. 기자놈 제목 장사 제목 뽑는 건 어디 커뮤니티 뻘글 수준 ㅋㅋㅋㅋ 하여간 요즘 기자 애들 수준은. 글코.... 요즘 누가 조중동을 봐요. 라면 받침대로는 제격. 박퀴스탄 동남아 폐지 수출 제조 전문 제조업체 조센일보와 그 꼬봉 들.,0,1,0
2024.06.29. 18:08,"난 쓰레빠만 신는데.....출근도 쓰레빠, 외출도 쓰레빠. 장례식장도 검은 옷에 쓰레빠",0,1,0
2024.06.29. 17:22,푸마 신발이 대체적으로 편함 소프트폼인가 뭔가 들어가서 말캉하면서 충격도 잘잡아줌,0,1,0
2024.06.29. 17:16,아재의 상징,0,1,0
2024.06.29. 16:46,나이키보다 편한 신발 무지 많다~~,0,1,0
2024.06.29. 16:20,"일단 발볼이 좁게 나와서 거지같은데 농구화 , 테니스화는 그래도 신을만함.",0,1,0
2024.06.29. 15:56,아디다스가잘 만든다,0,1,0
2024.06.29. 15:24,나도 어제 실시간으로 폭락하는거 봤는데 아무리 그래도 그렇지 나이키가 이럴급인가?,0,1,0
2024.06.29. 14:50,나이키는 로고가 주는 이미지가 너무 강해서 안신게됌 스니커즈는 뉴발이지,0,1,0
2024.06.29. 13:23,프로스펙스가 최고지 ㅋㅋㅋ,0,1,0
2024.06.29. 13:22,"나이키 발바닥에서부터 발등 높이가 너무 낮아서 신으면 뜨겁고, 뛸때 발이랑 발목 구부리면, 그 사이가 너무 눌려서 아픔.",0,1,1
2024.06.29. 13:15,나이키. 이제 촌스러움ㅎㅋ,0,1,0
2024.06.29. 13:13,나이키 10년 신다가 그래도 안떨어져서 지겨워서 버렷는데.,0,1,0
2024.06.29. 12:44,그래도 런닝화는 나이키만한게 없던데,0,1,0
2024.06.29. 12:01,"연예인 콜라보, 한정판 발매가 의미하는 바는 대중성 하락과 혁신 동력 고갈이다. 조던이 현역이던 시절이 30년 전이잖아.",0,1,0
2024.06.29. 11:51,아디다스는 진짜 디자인구려서 못신겠고 그래도 나이키가 좋던데ᆢ,0,1,0
2024.06.29. 11:45,나이키 내구성이 많이 약하긴 함...,0,1,0
2024.06.29. 11:44,옛날 디자인 우려먹고있는 회사가 맞긴함 조던 덩크 맥스,0,1,0
2024.06.29. 11:43,그냥 나이키니까 신는게 더 크다고 봐야지~ 그런데 예전에는 별로였다가도 다시 찾아서 샀다면 요즘은 대체할 브랜드신발이 너무 많기에 떠난사람이 다시 안돌아오는것이라고 봄,0,1,0
2024.06.29. 11:43,나이키 별루. 예전만큼의 매력이 없음.,0,1,0
2024.06.29. 11:40,"아니 까놓고 조던, 맥스, 포스, 덩크 따라올 디자인이 있냐고 ㅋㅋ 운동화는 나이키가 맞아 대체가 없어 가끔 뉴발사서 신는정도지 다른건 내돈주고 사기가 아까움",0,1,0
2024.06.29. 11:19,그래두 에어맥스는 이쁘지 않나? ㅎ,0,1,0
2024.06.29. 11:15,적지 않은 사람들이 짝퉁 신고 다니는 현실 감안하면 이해될만 합니다.,0,1,0
2024.06.29. 11:14,아직도 90년대에 사고가 멈춰있는 사람이 많구마잉,0,1,0
2024.06.29. 15:40,솔직히 그냥 줘도 안신음.,1,3,0
2024.06.29. 14:56,나이 키 묻는것은 굉장한 실례입니다,1,3,0
2024.06.30. 09:45,요증 아식스신발 디자인 이쁜것많더라 서울시내 지하철등등서 많이들 신고다니더라,0,2,0
2024.06.29. 10:28,"발목 퇴행성 관절염있는 50대가 이야기합니다. 모든 메이커신발 다 신어본 경험자로 이야기하면 에어가 있는 나이키신발이 가장 관절에 무리가 안갑니다. 단, 그냥 나이키 포스신발말고 18만원 이상의 에어있는 런닝화가 좋습니다. 최악의 신발은 아디다스가 충격흡수가 가장 안되네요.",2,5,2
2024.06.29. 21:19,브랜드 이미지 문제인지는 모르지만 아식스가 진심 발편하다.... 신어본 사람만 평가할 수 있다... 나이키는 광고빨이고...,0,3,0
2024.06.29. 10:49,리셀 막으려고 노력했던 것도 자책골이지. 리셀이 활발해야 지들 가치가 더 오르는건데,0,3,0
2024.06.30. 07:52,"신발은 나이키, 차기 대통령은 이재명.",1,5,0
2024.06.30. 07:59,나이키 아디다스. 꼰대 브랜드나는. 스파이더. 다이나핏 입는다!,0,4,0
2024.06.29. 19:00,나이키 신는 사람들 운동선수+개꼰대들 끝~,0,4,0
